"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT11"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-11",,,,,"0.00","0.0","0.0",,"54","34","34",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-12",,,,,"0.00","0.0","0.0",,"43","23","24",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-13",,,,,"0.00","0.0","0.0",,"45","24","40",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-14",,,,,"0.00","0.0","0.0",,"55","39","39",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-15",,,,,"0.00","0.0","0.0",,"52","35","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-16",,,,,"0.00","0.0","0.0",,"63","36","43",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-17",,,,,"0.05","0.0","0.0",,"67","43","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-18",,,,,"0.00","0.0","0.0",,"58","24","25",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-19",,,,,"0.00","0.0","0.0",,"41","25","30",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-20",,,,,"0.00","0.0","0.0",,"52","30","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-21",,,,,"0.19","0.0","0.0",,"58","36","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-22",,,,,"0.08","0.0","0.0",,"44","28","30",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-23",,,,,"0.22","0.0","0.0",,"40","29","36",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-24",,,,,"0.00","0.0","0.0",,"44","36","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-25",,,,,"0.00","0.0","0.0",,"44","21","21",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-26",,,,,"0.00","0.0","0.0",,"30","17","18",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-27",,,,,"0.00","0.0","0.0",,"48","18","31",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-02-28",,,,,"0.62","5.0","5.0",,"44","30","30",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-01",,,,,"0.05","0.0","3.0",,"37","24","24",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-02",,,,,"0.02","0.0","1.0",,"45","24","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-03",,,,,"0.02","0.0","0.0",,"53","28","29",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-04",,,,,"1.26","0.0","0.0",,"44","28","38",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-05",,,,,"0.01","0.0","0.0",,"44","35","35",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-06",,,,,"0.00","0.0","0.0",,"53","34","38",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-07",,,,,"0.13","2.0","2.0",,"50","31","32",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-08",,,,,"0.00","0.0","0.0",,"44","29","29",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-09",,,,,"0.00","0.0","0.0",,"43","29","31",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-10",,,,,"0.00","0.0","0.0",,"49","31","32",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-11",,,,,"0.65",,,,"43","31","33",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-12",,,,,"0.10","0.0","0.0",,"43","30","30",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-13",,,,,"0.04","0.0","0.0",,"45","29","36",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-14",,,,,"0.53","0.0","0.0",,"41","34","34",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-15",,,,,"0.12","1.5","1.0",,"34","30","31",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-16",,,,,"0.00","0.0","0.0",,"42","31","32",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-17",,,,,"0.00","0.0","0.0",,"56","32","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-18",,,,,"0.00","0.0","0.0",,"59","37","40",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-19",,,,,"0.00","0.0","0.0",,"51","28","29",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-20",,,,,"0.00","0.0","0.0",,"39","23","23",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-21",,,,,"0.00","0.0","0.0",,"50","22","31",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-22",,,,,"0.00","0.0","0.0",,"59","29","35",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-23",,,,,"0.00","0.0","0.0",,"62","34","46",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-24",,,,,"0.12","0.0","0.0",,"57","42","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-25",,,,,"0.00","0.0","0.0",,"53","38","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-26",,,,,"0.31","0.0","0.0",,"45","39","45",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-27",,,,,"0.00","0.0","0.0",,"60","33","33",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-28",,,,,"0.16","0.0","0.0",,"60","33","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-29",,,,,"0.00","0.0","0.0",,"50","34","35",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-30",,,,,"0.03","0.0","0.0",,"54","28","28",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-03-31",,,,,"0.00","0.0","0.0",,"44","25","26",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-01",,,,,"0.15","0.0","0.0",,"53","25","47",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-02",,,,,"0.47","0.0","0.0",,"68","39","40",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-03",,,,,"0.00","0.0","0.0",,"48","28","28",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-04",,,,,"0.00","0.0","0.0",,"61","28","41",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-05",,,,,"0.00","0.0","0.0",,"73","41","51",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-06",,,,,"0.01","0.0","0.0",,"53","45","47",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-07",,,,,"0.00","0.0","0.0",,"77","47","51",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-08",,,,,"0.00","0.0","0.0",,"55","33","33",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-09",,,,,"0.00","0.0","0.0",,"53","30","30",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-10",,,,,"0.00","0.0","0.0",,"55","30","31",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-11",,,,,"0.00","0.0","0.0",,"56","31","38",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-12",,,,,"0.00","0.0","0.0",,"73","38","63",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-13",,,,,"0.00","0.0","0.0",,"81","55","56",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-14",,,,,"0.00","0.0","0.0",,"85","56","58",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-15",,,,,"0.00","0.0","0.0",,"88","57","60",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-16",,,,,"0.30","0.0","0.0",,"76","57","59",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-17",,,,,"0.11","0.0","0.0",,"71","54","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-18",,,,,"0.01","0.0","0.0",,"65","48","49",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-19",,,,,"0.00","0.0","0.0",,"53","44","44",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-20",,,,,"0.00","0.0","0.0",,"62","40","41",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-21",,,,,"0.00","0.0","0.0",,"68","41","43",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-22",,,,,"0.00","0.0","0.0",,"72","43","50",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-23",,,,,"1.71","0.0","0.0",,"70","50","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-24",,,,,"0.17","0.0","0.0",,"67","42","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-25",,,,,"0.00","0.0","0.0",,"60","39","39",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-26",,,,,"0.00","0.0","0.0",,"58","35","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-27",,,,,"0.07","0.0","0.0",,"59","37","45",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-28",,,,,"0.00","0.0","0.0",,"58","44","47",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-29",,,,,"1.52","0.0","0.0",,"53","45","47",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-04-30",,,,,"0.56","0.0","0.0",,"52","47","49",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-01",,,,,"2.07","0.0","0.0",,"58","48","48",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-02",,,,,"0.01","0.0","0.0",,"59","43","44",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-03",,,,,"0.02","0.0","0.0",,"55","44","45",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-04",,,,,"0.08","0.0","0.0",,"55","43","46",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-05",,,,,"0.05","0.0","0.0",,"57","41","42",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-06",,,,,"0.01","0.0","0.0",,"63","42","44",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-07",,,,,"0.00","0.0","0.0",,"72","44","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-08",,,,,"0.02","0.0","0.0",,"75","52","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-09",,,,,"0.00","0.0","0.0",,"75","50","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-10",,,,,"0.00","0.0","0.0",,"69","40","41",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-11",,,,,"0.00","0.0","0.0",,"72","41","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-12",,,,,"0.00","0.0","0.0",,"72","52","57",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-13",,,,,"0.00","0.0","0.0",,"84","52","62",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-14",,,,,"0.00","0.0","0.0",,"80","51","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-15",,,,,"0.00","0.0","0.0",,"73","45","49",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-16",,,,,"0.00","0.0","0.0",,"73","48","52",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-17",,,,,"0.00","0.0","0.0",,"77","52","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-18",,,,,"0.00","0.0","0.0",,"62","34","37",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-19",,,,,"0.00","0.0","0.0",,"62","37","44",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-20",,,,,"0.00","0.0","0.0",,"72","44","52",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-21",,,,,"0.69","0.0","0.0",,"65","52","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-22",,,,,"0.00","0.0","0.0",,"71","49","51",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-23",,,,,"0.00","0.0","0.0",,"76","48","50",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-24",,,,,"0.00","0.0","0.0",,"72","45","46",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-25",,,,,"0.04","0.0","0.0",,"79","46","49",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-26",,,,,"0.00","0.0","0.0",,"69","43","44",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-27",,,,,"0.00","0.0","0.0",,"72","43","45",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-28",,,,,"0.00","0.0","0.0",,"78","45","48",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-29",,,,,"0.00","0.0","0.0",,"81","48","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-30",,,,,"0.00","0.0","0.0",,"79","51","54",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-05-31",,,,,"0.00","0.0","0.0",,"73","44","46",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-01",,,,,"0.00","0.0","0.0",,"79","46","51",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-02",,,,,"0.00","0.0","0.0",,"88","51","60",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-03",,,,,"0.00","0.0","0.0",,"94","60","67",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-04",,,,,"0.00","0.0","0.0",,"69","44","46",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-05",,,,,"0.00","0.0","0.0",,"70","46","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-06",,,,,"0.00","0.0","0.0",,"76","53","53",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-07",,,,,"0.00","0.0","0.0",,"79","53","57",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-08",,,,,"0.00","0.0","0.0",,"68","46","50",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-09",,,,,"0.00","0.0","0.0",,"70","50","56",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-10",,,,,"0.00","0.0","0.0",,"73","51","56",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-11",,,,,"0.00","0.0","0.0",,"77","55","58",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-12",,,,,"0.00","0.0","0.0",,"84","58","65",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-13",,,,,"0.44","0.0","0.0",,"79","62","62",,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2023-06-14",,,,,"0.00","0.0","0.0",,"77","52","54",,,,,,,,,,,,,
